NPV_a,NPV_b,PreyDeficit,PredatorDeficit,NPV_a and Prey Def.,NPV_b and Predator Def.,NPV_a and NPV_b,All criteria
0.0,0.0,62.0,55.800000000000004,0.0,0.0,0.0,0.0
13.200000000000001,0.0,52.2,38.800000000000004,12.2,0.0,0.0,0.0
0.8,0.0,56.2,44.4,0.8,0.0,0.0,0.0
40.8,0.0,47.599999999999994,21.0,28.4,0.0,0.0,0.0
35.6,0.0,47.199999999999996,21.6,28.799999999999997,0.0,0.0,0.0
59.0,0.2,44.6,10.4,32.4,0.0,0.2,0.0
71.6,18.4,36.199999999999996,6.0,31.4,2.0,9.8,0.0
59.0,0.0,44.2,13.0,32.2,0.0,0.0,0.0
80.60000000000001,100.0,24.8,1.4000000000000001,23.400000000000002,1.4000000000000001,80.60000000000001,0.0
4.0,0.0,53.400000000000006,31.8,3.0,0.0,0.0,0.0
0.8,0.0,56.00000000000001,42.199999999999996,0.8,0.0,0.0,0.0
14.2,0.0,51.6,35.199999999999996,13.0,0.0,0.0,0.0
0.0,25.8,62.0,49.2,0.0,25.8,0.0,0.0
0.0,98.2,63.6,18.2,0.0,18.2,0.0,0.0
56.599999999999994,100.0,45.800000000000004,3.2,31.8,3.2,56.599999999999994,0.0
38.0,25.8,45.6,9.6,18.0,4.2,4.6,0.0
39.800000000000004,0.0,49.0,22.400000000000002,28.799999999999997,0.0,0.0,0.0
0.0,0.0,59.199999999999996,50.2,0.0,0.0,0.0,0.0
55.800000000000004,29.2,45.6,10.4,33.2,6.0,9.8,0.0
0.0,0.0,58.8,42.4,0.0,0.0,0.0,0.0
0.0,0.0,57.599999999999994,46.2,0.0,0.0,0.0,0.0
8.0,0.0,54.400000000000006,37.4,7.8,0.0,0.0,0.0
20.200000000000003,100.0,53.2,4.2,3.8,4.2,20.200000000000003,0.0
0.0,0.0,58.599999999999994,46.800000000000004,0.0,0.0,0.0,0.0
19.6,0.0,51.2,36.199999999999996,18.2,0.0,0.0,0.0
32.800000000000004,0.0,49.4,22.8,24.8,0.0,0.0,0.0
0.0,0.0,59.8,51.2,0.0,0.0,0.0,0.0
0.0,0.0,57.599999999999994,40.400000000000006,0.0,0.0,0.0,0.0
10.8,100.0,54.2,8.4,1.0,8.4,10.8,0.0
0.0,50.2,60.0,36.0,0.0,36.0,0.0,0.0
5.2,100.0,55.800000000000004,9.8,1.6,9.8,5.2,0.0
46.0,0.0,46.6,20.0,30.2,0.0,0.0,0.0
0.0,32.0,59.599999999999994,39.800000000000004,0.0,30.0,0.0,0.0
95.8,100.0,12.0,0.0,12.0,0.0,95.8,0.0
6.6000000000000005,100.0,56.00000000000001,8.799999999999999,1.0,8.799999999999999,6.6000000000000005,0.0
8.200000000000001,100.0,53.2,11.0,2.8000000000000003,11.0,8.200000000000001,0.0
16.6,64.8,51.4,11.600000000000001,8.200000000000001,11.600000000000001,14.799999999999999,0.0
47.8,0.0,46.2,16.6,30.4,0.0,0.0,0.0
56.599999999999994,58.8,45.800000000000004,8.6,30.8,8.6,29.2,0.0
63.800000000000004,0.4,41.8,8.4,32.0,0.0,0.0,0.0
18.0,0.0,51.2,37.2,16.6,0.0,0.0,0.0
0.0,40.0,59.8,39.4,0.0,34.2,0.0,0.0
77.4,100.0,35.4,3.0,30.0,3.0,77.4,0.0
25.2,0.0,50.6,32.2,22.0,0.0,0.0,0.0
13.0,0.0,52.2,38.2,12.0,0.0,0.0,0.0
0.8,100.0,57.199999999999996,9.8,0.2,9.8,0.8,0.0
80.60000000000001,100.0,0.0,1.6,0.0,1.6,80.60000000000001,0.0
48.4,67.2,44.800000000000004,10.2,27.0,10.2,30.4,0.0
31.6,0.0,50.2,26.400000000000002,25.0,0.0,0.0,0.0
22.8,0.0,51.4,34.8,21.0,0.0,0.0,0.0
1.4000000000000001,51.4,54.800000000000004,20.200000000000003,0.4,20.200000000000003,1.4000000000000001,0.0
8.0,0.0,53.800000000000004,39.800000000000004,7.8,0.0,0.0,0.0
0.0,100.0,66.8,9.4,0.0,9.4,0.0,0.0
54.400000000000006,0.6,42.6,11.799999999999999,31.0,0.0,0.0,0.0
11.0,0.0,52.400000000000006,38.2,10.0,0.0,0.0,0.0
89.0,100.0,12.0,0.4,12.0,0.4,89.0,0.0
19.400000000000002,0.0,51.4,35.199999999999996,18.0,0.0,0.0,0.0
1.7999999999999998,0.0,56.00000000000001,40.8,1.7999999999999998,0.0,0.0,0.0
16.400000000000002,0.0,51.800000000000004,38.2,15.4,0.0,0.0,0.0
8.200000000000001,0.0,54.400000000000006,39.4,8.200000000000001,0.0,0.0,0.0
0.0,0.2,58.8,42.4,0.0,0.2,0.0,0.0
38.6,0.0,47.599999999999994,22.6,28.4,0.0,0.0,0.0
43.6,0.0,47.0,16.6,28.999999999999996,0.0,0.0,0.0
0.0,11.200000000000001,60.6,49.4,0.0,11.200000000000001,0.0,0.0
0.0,0.0,59.199999999999996,43.4,0.0,0.0,0.0,0.0
2.0,44.4,54.0,24.0,1.0,23.799999999999997,1.6,0.2
0.0,100.0,62.8,15.6,0.0,15.6,0.0,0.0
11.4,0.0,52.6,38.0,10.4,0.0,0.0,0.0
0.0,0.0,61.199999999999996,52.6,0.0,0.0,0.0,0.0
88.2,100.0,3.2,0.0,3.2,0.0,88.2,0.0
77.8,100.0,41.199999999999996,0.6,31.8,0.6,77.8,0.0
21.4,0.0,51.2,33.4,19.6,0.0,0.0,0.0
0.0,0.0,60.199999999999996,54.400000000000006,0.0,0.0,0.0,0.0
1.2,0.0,55.800000000000004,38.6,1.2,0.0,0.0,0.0
70.8,100.0,36.0,3.4000000000000004,31.4,3.4000000000000004,70.8,0.0
29.4,100.0,51.6,9.4,17.0,9.4,29.4,0.0
0.0,57.99999999999999,59.8,21.4,0.0,21.4,0.0,0.0
1.0,0.0,55.800000000000004,40.6,1.0,0.0,0.0,0.0
0.0,21.8,63.2,51.2,0.0,21.8,0.0,0.0
0.0,0.0,59.0,49.4,0.0,0.0,0.0,0.0
0.0,0.0,56.99999999999999,45.4,0.0,0.0,0.0,0.0
0.0,0.0,56.99999999999999,43.2,0.0,0.0,0.0,0.0
0.0,26.0,60.0,45.4,0.0,25.6,0.0,0.0
0.0,0.0,59.8,51.4,0.0,0.0,0.0,0.0
68.8,100.0,41.4,4.2,33.6,4.2,68.8,0.0
0.0,100.0,60.8,13.200000000000001,0.0,13.200000000000001,0.0,0.0
0.6,100.0,58.4,11.799999999999999,0.4,11.799999999999999,0.6,0.0
19.0,0.0,51.4,37.0,17.8,0.0,0.0,0.0
76.2,17.8,32.0,3.0,29.4,0.6,10.4,0.0
25.2,0.0,50.0,30.0,21.8,0.0,0.0,0.0
0.0,30.599999999999998,62.0,48.199999999999996,0.0,29.4,0.0,0.0
0.0,60.6,62.8,24.0,0.0,24.0,0.0,0.0
12.8,0.0,52.2,39.0,11.799999999999999,0.0,0.0,0.0
59.0,22.8,44.800000000000004,8.6,29.799999999999997,2.6,11.4,0.0
3.4000000000000004,6.2,53.2,28.199999999999996,2.1999999999999997,5.800000000000001,0.6,0.0
65.4,16.400000000000002,41.6,7.000000000000001,32.6,1.4000000000000001,7.3999999999999995,0.0
35.6,100.0,51.2,4.8,21.0,4.8,35.6,0.0
0.0,34.2,60.4,46.800000000000004,0.0,32.4,0.0,0.0
60.199999999999996,0.0,43.0,11.0,31.6,0.0,0.0,0.0
0.0,0.0,56.8,40.8,0.0,0.0,0.0,0.0
36.6,0.0,48.4,20.200000000000003,27.400000000000002,0.0,0.0,0.0
0.0,0.0,60.8,50.2,0.0,0.0,0.0,0.0
72.0,100.0,38.0,1.2,27.0,1.2,72.0,0.0
19.6,1.2,50.6,24.6,16.2,1.0,0.0,0.0
31.0,0.0,49.8,26.0,24.4,0.0,0.0,0.0
83.8,100.0,24.6,0.4,21.6,0.4,83.8,0.0
0.0,2.8000000000000003,59.199999999999996,43.2,0.0,2.8000000000000003,0.0,0.0
53.400000000000006,54.0,43.2,10.4,30.0,10.4,24.8,0.0
65.8,0.0,39.2,12.0,30.4,0.0,0.0,0.0
31.2,0.0,50.2,29.599999999999998,25.2,0.0,0.0,0.0
57.8,0.0,42.0,17.599999999999998,32.800000000000004,0.0,0.0,0.0
42.8,0.0,48.0,16.6,28.599999999999998,0.0,0.0,0.0
75.0,100.0,35.8,1.7999999999999998,30.599999999999998,1.7999999999999998,75.0,0.0
0.0,0.0,59.599999999999994,46.800000000000004,0.0,0.0,0.0,0.0
0.0,53.6,60.0,32.0,0.0,32.0,0.0,0.0
34.2,100.0,51.800000000000004,8.799999999999999,19.0,8.799999999999999,34.2,0.0
18.2,0.0,50.8,36.6,16.8,0.0,0.0,0.0
16.8,0.0,51.4,35.6,15.4,0.0,0.0,0.0
53.800000000000004,30.2,42.8,11.200000000000001,32.4,6.800000000000001,10.0,0.0
23.200000000000003,0.0,51.0,33.0,20.599999999999998,0.0,0.0,0.0
16.2,100.0,51.4,9.6,4.3999999999999995,9.6,16.2,0.0
0.4,0.0,56.599999999999994,40.400000000000006,0.4,0.0,0.0,0.0
33.6,0.0,48.199999999999996,25.6,25.2,0.0,0.0,0.0
0.0,0.0,56.8,45.800000000000004,0.0,0.0,0.0,0.0
13.4,0.0,52.400000000000006,39.0,12.4,0.0,0.0,0.0
0.0,97.8,66.4,18.6,0.0,18.6,0.0,0.0
0.0,56.39999999999999,60.0,28.000000000000004,0.0,28.000000000000004,0.0,0.0
35.4,46.6,49.4,12.6,24.4,12.6,10.8,0.0
0.0,0.0,56.99999999999999,44.2,0.0,0.0,0.0,0.0
1.4000000000000001,0.0,55.60000000000001,39.0,1.4000000000000001,0.0,0.0,0.0
40.2,0.0,49.0,21.4,29.4,0.0,0.0,0.0
13.600000000000001,0.0,51.800000000000004,33.0,12.4,0.0,0.0,0.0
0.8,0.0,56.00000000000001,41.0,0.8,0.0,0.0,0.0
59.199999999999996,3.2,44.800000000000004,11.4,34.4,0.0,1.2,0.0
21.0,0.0,50.8,35.8,19.0,0.0,0.0,0.0
0.0,100.0,59.8,14.799999999999999,0.0,14.799999999999999,0.0,0.0
22.0,100.0,34.0,9.2,8.799999999999999,9.2,22.0,0.0
26.400000000000002,0.0,50.4,26.6,21.4,0.0,0.0,0.0
90.2,100.0,11.600000000000001,0.2,11.600000000000001,0.2,90.2,0.0
58.599999999999994,0.0,41.199999999999996,17.0,32.2,0.0,0.0,0.0
37.4,0.0,47.8,23.0,27.400000000000002,0.0,0.0,0.0
94.8,100.0,18.0,0.2,18.0,0.2,94.8,0.0
0.8,0.0,55.800000000000004,38.2,0.8,0.0,0.0,0.0
19.2,0.0,51.6,36.4,18.0,0.0,0.0,0.0
61.4,62.0,40.6,9.6,34.4,9.6,29.2,0.0
0.2,0.0,56.599999999999994,45.2,0.2,0.0,0.0,0.0
31.6,0.0,50.6,27.6,25.4,0.0,0.0,0.0
37.8,48.199999999999996,47.4,17.8,25.0,17.8,9.4,0.0
0.0,19.8,61.6,49.0,0.0,15.0,0.0,0.0
51.4,0.0,45.0,13.600000000000001,32.0,0.0,0.0,0.0
0.0,100.0,59.199999999999996,11.600000000000001,0.0,11.600000000000001,0.0,0.0
8.200000000000001,0.0,54.2,41.0,8.0,0.0,0.0,0.0
0.8,100.0,58.199999999999996,10.8,0.6,10.8,0.8,0.0
0.0,0.0,59.0,47.599999999999994,0.0,0.0,0.0,0.0
28.599999999999998,0.0,50.4,28.999999999999996,23.799999999999997,0.0,0.0,0.0
27.400000000000002,100.0,49.0,7.3999999999999995,7.8,7.3999999999999995,27.400000000000002,0.0
0.0,0.0,58.599999999999994,48.8,0.0,0.0,0.0,0.0
2.4,0.0,55.00000000000001,39.0,2.4,0.0,0.0,0.0
0.8,48.6,56.39999999999999,24.4,0.8,24.4,0.8,0.8
0.2,0.0,56.2,36.6,0.2,0.0,0.0,0.0
4.3999999999999995,0.0,54.6,41.6,4.3999999999999995,0.0,0.0,0.0
0.0,52.800000000000004,60.199999999999996,34.2,0.0,34.2,0.0,0.0
0.0,0.0,59.8,47.599999999999994,0.0,0.0,0.0,0.0
1.6,0.0,56.00000000000001,41.8,1.6,0.0,0.0,0.0
19.0,74.8,51.6,9.8,7.6,9.8,16.0,0.0
73.6,100.0,33.0,4.3999999999999995,30.4,4.3999999999999995,73.6,0.0
18.2,0.0,51.6,36.199999999999996,16.8,0.0,0.0,0.0
0.0,0.0,56.8,38.800000000000004,0.0,0.0,0.0,0.0
11.600000000000001,0.0,51.6,29.4,10.2,0.0,0.0,0.0
0.0,0.0,59.8,53.2,0.0,0.0,0.0,0.0
0.0,0.0,59.8,48.199999999999996,0.0,0.0,0.0,0.0
62.2,0.0,36.8,13.4,31.4,0.0,0.0,0.0
0.0,0.0,59.599999999999994,51.800000000000004,0.0,0.0,0.0,0.0
0.0,0.0,59.8,52.2,0.0,0.0,0.0,0.0
40.8,0.0,48.199999999999996,22.6,25.8,0.0,0.0,0.0
60.4,0.0,43.6,10.4,32.2,0.0,0.0,0.0
53.400000000000006,0.0,42.6,16.6,31.4,0.0,0.0,0.0
0.0,0.0,59.599999999999994,47.4,0.0,0.0,0.0,0.0
75.0,100.0,40.0,1.4000000000000001,31.2,1.4000000000000001,75.0,0.0
6.6000000000000005,0.0,54.2,39.4,6.4,0.0,0.0,0.0
0.0,0.0,57.99999999999999,45.6,0.0,0.0,0.0,0.0
73.4,100.0,43.6,1.2,31.8,1.2,73.4,0.0
82.39999999999999,100.0,24.0,3.5999999999999996,23.799999999999997,3.5999999999999996,82.39999999999999,0.0
0.0,50.4,58.4,25.6,0.0,25.6,0.0,0.0
9.4,0.0,52.400000000000006,38.800000000000004,8.4,0.0,0.0,0.0
68.8,0.0,37.8,8.799999999999999,31.6,0.0,0.0,0.0
0.8,0.0,55.60000000000001,38.6,0.8,0.0,0.0,0.0
28.999999999999996,0.0,50.2,27.800000000000004,24.0,0.0,0.0,0.0
12.0,88.6,52.400000000000006,10.2,3.8,10.2,12.0,0.0
0.0,100.0,66.0,12.2,0.0,12.2,0.0,0.0
41.0,0.0,48.8,18.8,29.599999999999998,0.0,0.0,0.0
0.0,0.0,59.4,44.6,0.0,0.0,0.0,0.0
85.39999999999999,100.0,5.2,0.0,4.3999999999999995,0.0,85.39999999999999,0.0
1.7999999999999998,0.0,55.800000000000004,41.0,1.7999999999999998,0.0,0.0,0.0
0.0,0.0,62.2,56.00000000000001,0.0,0.0,0.0,0.0
0.0,0.0,60.4,54.0,0.0,0.0,0.0,0.0
0.0,0.0,58.8,45.800000000000004,0.0,0.0,0.0,0.0
19.8,0.0,51.6,36.6,18.6,0.0,0.0,0.0
32.800000000000004,0.0,50.0,28.599999999999998,26.0,0.0,0.0,0.0
0.0,70.8,66.0,24.2,0.0,24.2,0.0,0.0
6.2,0.0,54.800000000000004,40.8,6.2,0.0,0.0,0.0
1.2,0.0,55.60000000000001,37.4,1.2,0.0,0.0,0.0
0.0,0.0,59.8,51.0,0.0,0.0,0.0,0.0
12.2,1.0,51.800000000000004,26.400000000000002,10.4,1.0,0.0,0.0
61.0,100.0,36.8,2.4,23.799999999999997,2.4,61.0,0.0
44.800000000000004,0.0,47.0,22.2,30.0,0.0,0.0,0.0
83.6,100.0,24.4,1.2,24.0,1.2,83.6,0.0
55.60000000000001,100.0,46.800000000000004,7.000000000000001,31.0,7.000000000000001,55.60000000000001,0.0
77.60000000000001,100.0,33.4,2.0,31.2,2.0,77.60000000000001,0.0
50.2,100.0,47.199999999999996,7.3999999999999995,31.4,7.3999999999999995,50.2,0.0
13.8,0.0,51.4,38.2,12.4,0.0,0.0,0.0
48.0,0.0,46.400000000000006,18.2,30.8,0.0,0.0,0.0
79.0,100.0,36.0,2.0,31.2,2.0,79.0,0.0
0.0,100.0,60.6,12.6,0.0,12.6,0.0,0.0
48.0,100.0,43.6,3.2,15.8,3.2,48.0,0.0
0.0,0.0,61.4,51.4,0.0,0.0,0.0,0.0
0.0,59.0,60.0,24.4,0.0,24.4,0.0,0.0
1.4000000000000001,44.6,55.800000000000004,26.400000000000002,1.4000000000000001,26.200000000000003,1.0,0.8
12.2,100.0,52.2,9.4,4.2,9.4,12.2,0.0
15.0,100.0,54.6,8.6,7.199999999999999,8.6,15.0,0.0
28.000000000000004,4.8,50.6,20.4,21.2,2.0,0.0,0.0
55.60000000000001,100.0,46.400000000000006,6.4,31.0,6.4,55.60000000000001,0.0
13.600000000000001,72.2,52.400000000000006,12.2,7.199999999999999,12.2,13.600000000000001,0.0
69.19999999999999,36.4,33.4,9.2,28.000000000000004,5.0,22.0,0.0
14.399999999999999,0.0,51.4,32.4,13.200000000000001,0.0,0.0,0.0
0.0,0.0,58.599999999999994,45.6,0.0,0.0,0.0,0.0
0.8,0.0,56.2,44.6,0.8,0.0,0.0,0.0
0.0,100.0,62.0,11.200000000000001,0.0,11.200000000000001,0.0,0.0
57.99999999999999,24.4,44.4,8.799999999999999,31.8,4.3999999999999995,9.6,0.0
0.0,0.0,61.199999999999996,53.6,0.0,0.0,0.0,0.0
86.6,93.2,21.6,0.8,20.4,0.8,80.80000000000001,0.0
4.2,0.0,54.800000000000004,39.800000000000004,4.2,0.0,0.0,0.0
4.3999999999999995,100.0,54.800000000000004,10.8,1.0,10.8,4.3999999999999995,0.0
0.0,100.0,61.8,13.8,0.0,13.8,0.0,0.0
50.6,72.6,43.6,10.2,29.2,10.2,33.0,0.0
1.0,78.2,57.599999999999994,15.0,0.8,15.0,1.0,0.8
0.0,3.0,60.199999999999996,49.2,0.0,3.0,0.0,0.0
0.0,21.4,62.6,51.4,0.0,21.4,0.0,0.0
0.0,12.2,60.0,47.0,0.0,12.2,0.0,0.0
37.2,48.4,49.2,11.4,21.4,11.4,15.8,0.0
9.4,0.0,52.0,29.2,8.200000000000001,0.0,0.0,0.0
28.999999999999996,9.4,49.6,19.6,21.2,3.0,0.0,0.0
4.8,100.0,53.400000000000006,9.6,1.4000000000000001,9.6,4.8,0.0
2.8000000000000003,65.0,54.6,14.6,0.6,14.6,2.8000000000000003,0.0
0.0,0.0,57.4,45.0,0.0,0.0,0.0,0.0
2.4,75.6,55.400000000000006,14.799999999999999,0.6,14.799999999999999,2.4,0.0
2.0,0.0,55.800000000000004,42.6,2.0,0.0,0.0,0.0
49.2,0.0,45.4,17.2,30.8,0.0,0.0,0.0
57.599999999999994,25.6,42.8,10.6,32.800000000000004,5.0,8.200000000000001,0.0
0.0,0.0,60.4,55.800000000000004,0.0,0.0,0.0,0.0
6.2,50.2,53.0,18.2,3.2,18.2,4.0,0.0
7.6,0.0,52.400000000000006,34.2,6.6000000000000005,0.0,0.0,0.0
3.2,51.2,53.6,19.400000000000002,1.0,19.400000000000002,2.8000000000000003,0.0
1.6,0.0,55.400000000000006,34.2,1.6,0.0,0.0,0.0
0.0,11.799999999999999,60.0,48.0,0.0,11.799999999999999,0.0,0.0
0.0,0.0,60.199999999999996,54.800000000000004,0.0,0.0,0.0,0.0
77.8,100.0,41.4,0.4,32.800000000000004,0.4,77.8,0.0
0.0,42.199999999999996,58.599999999999994,33.4,0.0,31.4,0.0,0.0
95.39999999999999,100.0,11.4,0.0,11.4,0.0,95.39999999999999,0.0
37.4,0.0,47.199999999999996,25.4,27.0,0.0,0.0,0.0
72.6,100.0,36.8,1.6,26.200000000000003,1.6,72.6,0.0
0.0,0.0,62.4,54.2,0.0,0.0,0.0,0.0
56.599999999999994,0.0,44.800000000000004,13.4,32.4,0.0,0.0,0.0
79.60000000000001,100.0,31.0,0.6,26.8,0.6,79.60000000000001,0.0
0.0,0.0,58.199999999999996,47.4,0.0,0.0,0.0,0.0
74.8,0.8,34.0,4.8,30.599999999999998,0.0,0.4,0.0
0.0,28.599999999999998,62.2,48.6,0.0,27.800000000000004,0.0,0.0
0.0,0.0,57.8,45.4,0.0,0.0,0.0,0.0
0.0,0.0,59.8,53.0,0.0,0.0,0.0,0.0
47.4,100.0,48.4,8.6,30.4,8.6,47.4,0.0
0.0,0.0,62.2,53.400000000000006,0.0,0.0,0.0,0.0
0.0,100.0,63.800000000000004,10.4,0.0,10.4,0.0,0.0
79.80000000000001,100.0,37.2,0.8,31.2,0.8,79.80000000000001,0.0
0.8,0.0,55.800000000000004,38.800000000000004,0.8,0.0,0.0,0.0
56.00000000000001,0.0,36.8,16.400000000000002,31.4,0.0,0.0,0.0
50.2,0.0,45.4,17.8,31.4,0.0,0.0,0.0
23.400000000000002,65.8,51.6,10.4,12.4,10.4,16.2,0.0
78.4,100.0,42.4,1.7999999999999998,32.6,1.7999999999999998,78.4,0.0
67.60000000000001,87.0,39.0,4.8,31.8,4.8,54.6,0.0
40.0,0.0,48.0,22.6,27.800000000000004,0.0,0.0,0.0
0.0,0.0,62.0,57.4,0.0,0.0,0.0,0.0
29.799999999999997,94.19999999999999,51.2,9.4,16.8,9.4,27.400000000000002,0.0
27.400000000000002,0.0,50.4,31.4,23.0,0.0,0.0,0.0
0.0,100.0,63.4,14.399999999999999,0.0,14.399999999999999,0.0,0.0
0.0,31.2,62.4,48.0,0.0,29.799999999999997,0.0,0.0
40.8,100.0,51.6,2.8000000000000003,14.000000000000002,2.8000000000000003,40.8,0.0
22.0,0.0,51.4,33.800000000000004,20.0,0.0,0.0,0.0
0.0,0.0,58.599999999999994,44.0,0.0,0.0,0.0,0.0
0.8,0.0,56.599999999999994,44.6,0.8,0.0,0.0,0.0
0.0,21.8,60.0,45.800000000000004,0.0,21.6,0.0,0.0
31.6,0.0,50.4,28.4,24.8,0.0,0.0,0.0
47.199999999999996,0.0,46.0,20.0,30.4,0.0,0.0,0.0
0.0,0.0,61.4,57.8,0.0,0.0,0.0,0.0
7.3999999999999995,0.0,54.0,37.8,6.800000000000001,0.0,0.0,0.0
0.0,0.0,59.4,45.6,0.0,0.0,0.0,0.0
87.8,100.0,19.0,1.4000000000000001,19.0,1.4000000000000001,87.8,0.0
17.0,0.0,51.800000000000004,38.2,15.8,0.0,0.0,0.0
0.0,0.0,62.2,57.8,0.0,0.0,0.0,0.0
0.8,76.0,56.99999999999999,15.2,0.2,15.2,0.8,0.0
61.0,0.0,43.4,11.0,32.0,0.0,0.0,0.0
24.4,17.2,50.4,18.6,17.0,7.3999999999999995,2.1999999999999997,0.0
41.4,100.0,49.6,7.8,27.6,7.8,41.4,0.0
57.99999999999999,23.599999999999998,45.0,10.0,32.800000000000004,3.2,7.3999999999999995,0.0
57.599999999999994,100.0,44.6,5.6000000000000005,32.6,5.6000000000000005,57.599999999999994,0.0
81.0,100.0,37.0,2.4,33.2,2.4,81.0,0.0
23.200000000000003,0.0,50.8,26.200000000000003,19.2,0.0,0.0,0.0
